Title,Ingredients,Summary,Image_Name,Cleaned_Ingredients
Summer Bean Soup With Tomato Brown Butter,"['8 oz. (230 g) dried beans, such as flageolet or navy, or fresh shelling beans', '2 in. square dried kombu', '2 large tomatoes', '2 celery ribs', '1 carrot', '1 leek, white and light green parts only', '6 shallots, skins intact', '6 garlic cloves, minced', '4 oil-packed anchovy fillets', '6 Tbsp. (90 ml) extra-virgin olive oil', '2 Tbsp. maple syrup', '1 ½ Tbsp. kosher salt', '1 Tbsp. red pepper flakes', '1 tsp. whole-grain mustard', '8 oz. (230 g) bacon', '8 oz. (230 g) Romano beans or green beans, chopped into 1 in. pieces', '2 shallots, thinly sliced', '1 tsp. red pepper flakes', 'Zest and juice of 1 lemon', '1 garlic clove, grated', '12 pickled green beans (see Basic Wet Salt Method, below)', '9 cherry tomatoes, quartered', '2 tsp. extra-virgin olive oil', '1 tsp. sherry vinegar', 'Tomato Brown Butter', 'Crumbled feta, parsley leaves, and marjoram leaves for garnish']","Drain the beans and kombu and add them to a large pot with enough water to cover by about 1 in. Bring to a boil over medium-high heat; meanwhile, halve the tomatoes and cut the celery, carrot, and leek into about 3 in. pieces. Continue to cook at a gentle simmer until the beans are very creamy, 60 This works for any amount of dense vegetables or dense, underripe fruit. Peel off any tough skins, such as on beets, winter squash, and onions. Leave the vegetables whole or cut them into the desired finished shape.",summer-bean-soup-with-tomato-brown-butter-cortney-burns,"['8 oz. (230 g) dried beans, such as flageolet or navy, or fresh shelling beans', '2 in. square dried kombu', '2 large tomatoes', '2 celery ribs', '1 carrot', '1 leek, white and light green parts only', '6 shallots, skins intact', '6 garlic cloves, minced', '4 oil-packed anchovy fillets', '6 Tbsp. (90 ml) extra-virgin olive oil', '2 Tbsp. maple syrup', '1 ½ Tbsp. kosher salt', '1 Tbsp. red pepper flakes', '1 tsp. whole-grain mustard', '8 oz. (230 g) bacon', '8 oz. (230 g) Romano beans or green beans, chopped into 1 in. pieces', '2 shallots, thinly sliced', '1 tsp. red pepper flakes', 'Zest and juice of 1 lemon', '1 garlic clove, grated', '12 pickled green beans (see Basic Wet Salt Method, below)', '9 cherry tomatoes, quartered', '2 tsp. extra-virgin olive oil', '1 tsp. sherry vinegar', 'Tomato Brown Butter', 'Crumbled feta', 'parsley leaves', 'and marjoram leaves for garnish']"
Tomato Brown Butter,"['1 large tomato (about 8 oz. or 230 g)', '½ cup (120 g) unsalted butter', 'Kosher salt', 'Freshly ground black pepper']","Put the tomato in a blender and purée, then strain through a fine-mesh sieve. Add the butter to a large skillet and gently cook until it starts to brown and smell nutty. Stir in the smooth tomato purée and simmer for another minute or so.",tomato-brown-butter-cortney-burns,"['1 large tomato (about 8 oz. or 230 g)', '½ cup (120 g) unsalted butter', 'Kosher salt', 'Freshly ground black pepper']"
Maple-Roasted Acorn Squash,"['3 acorn squash, unpeeled, halved through the stem, and seeded', '3 tablespoons unsalted butter, diced', '3 tablespoons pure maple syrup, plus extra for serving', 'Good olive oil', 'Kosher salt and freshly ground black pepper', 'Flaked sea salt, such as Maldon, for serving']","Roast for 40 to 60 minutes, depending on the size of the squash, until tender when pierced with a small knife. Drizzle lightly with extra maple syrup, sprinkle with sea salt, and serve hot.",maple-roasted-acorn-squash-ina-garten,"['3 acorn squash, unpeeled, halved through the stem, and seeded', '3 tablespoons unsalted butter, diced', '3 tablespoons pure maple syrup, plus extra for serving', 'Good olive oil', 'Kosher salt and freshly ground black pepper', 'Flaked sea salt', 'such as Maldon', 'for serving']"
Coconut-Creamed Corn and Grains,"['2 Tbsp. extra-virgin olive oil', '1 serrano chile or jalapeño, thinly sliced', '1 (3"") piece fresh ginger, peeled, cut into matchsticks', '4 garlic cloves, thinly sliced', '2 scallions, thinly sliced, plus more for serving', '½ tsp. ground turmeric', '4 ears of corn, shucked, kernels removed', '1 cup cooked grains (such as freekeh, farro, or quinoa)', '1 cup unsweetened coconut milk, plus more for serving', 'Kosher salt', '4 Tbsp. store-bought crispy onions or shallots (such as Lars Own, French’s, or Maesri)', 'Lime wedges (for serving)']","Heat oil in a large nonstick skillet over medium. Cook chile, ginger, garlic, and 2 sliced scallions, tossing, until softened. Add turmeric and cook, stirring frequently, just until darkened and fragrant. Add corn and increase heat to medium-high.",coconut-creamed-corn-and-grains,"['2 Tbsp. extra-virgin olive oil', '1 serrano chile or jalapeño, thinly sliced', '1 (3"") piece fresh ginger, peeled, cut into matchsticks', '4 garlic cloves, thinly sliced', '2 scallions, thinly sliced, plus more for serving', '½ tsp. ground turmeric', '4 ears of corn, shucked, kernels removed', '1 cup cooked grains (such as freekeh, farro, or quinoa)', '1 cup unsweetened coconut milk, plus more for serving', 'Kosher salt', '4 Tbsp. store-bought crispy onions or shallots (such as Lars Own, French’s, or Maesri)', 'Lime wedges (for serving)']"
Tomato and Roasted Garlic Pie,"['2½ pounds mixed heirloom tomatoes, cored, sliced (¼"") thick', '3 tablespoons extra-virgin olive oil', '¾ teaspoon kosher salt, divided, plus more', '¼ teaspoon freshly ground black pepper, plus more', '6 garlic cloves, peeled', '½ cup (1 stick) unsalted butter', '9 ounces Stoned Wheat Thins or other whole grain crackers', '2 large eggs', '10 ounces Taleggio cheese, rind removed, coarsely grated (about 1½ cups)', '2½ ounces finely crumbled Parmesan (about ½ cup)', '½ cup mayonnaise', '1 tablespoon chopped thyme, plus ½ teaspoon leaves', '1 small shallot, thinly sliced', 'Special Equipment: A (9""-diameter) springform pan']","Pulse crackers and ¼ tsp. salt in a food processor until fine crumbs form. Add eggs and 6 Tbsp. garlic butter and pulse until mixture is consistency of wet sand. Transfer to springform pan and press crumbs firmly onto bottom and 1½"" up sides of pan. Bake crust until edge is just starting to take on color, 8–",tomato-and-roasted-garlic-pie,"['2½ pounds mixed heirloom tomatoes, cored, sliced (¼"") thick', '3 tablespoons extra-virgin olive oil', '¾ teaspoon kosher salt, divided, plus more', '¼ teaspoon freshly ground black pepper, plus more', '6 garlic cloves, peeled', '½ cup (1 stick) unsalted butter', '9 ounces Stoned Wheat Thins or other whole grain crackers', '2 large eggs', '10 ounces Taleggio cheese, rind removed, coarsely grated (about 1½ cups)', '2½ ounces finely crumbled Parmesan (about ½ cup)', '½ cup mayonnaise', '1 tablespoon chopped thyme, plus ½ teaspoon leaves', '1 small shallot, thinly sliced', 'Special Equipment: A (9""-diameter) springform pan']"
Paneer With Burst Cherry Tomato Sauce,"['6 scallions, thinly sliced', '1 (1"") piece ginger, scrubbed, cut into matchsticks', '2 garlic cloves, thinly sliced', '1 tsp. coriander seeds', '1 tsp. cumin seeds', '½ tsp. black mustard seeds', '½ tsp. Kashmiri chile powder or ¼ tsp. cayenne powder', '¼ tsp. ground turmeric', '3 Tbsp. extra-virgin olive oil, divided', '8 oz. paneer, sliced into (¼""-thick) planks, patted dry', 'Kosher salt', '12 oz. cherry tomatoes (about 2 cups)', '4 oz. sugar snap peas (about 1 cup), strings removed, halved on a diagonal if large', 'Pinch of sugar (optional)', '½ cup (lightly packed) mint leaves', 'Cooked rice (for serving)']","Heat 2 Tbsp. extra-virgin olive oil in a large skillet over medium-high. Toss scallions, ginger, and garlic in a medium bowl to combine. Using a mortar and pestle or the side of a chef’s knife, coarsely crush coriander seeds.",paneer-with-burst-cherry-tomato-sauce,"['6 scallions, thinly sliced', '1 (1"") piece ginger, scrubbed, cut into matchsticks', '2 garlic cloves, thinly sliced', '1 tsp. coriander seeds', '1 tsp. cumin seeds', '½ tsp. black mustard seeds', '½ tsp. Kashmiri chile powder or ¼ tsp. cayenne powder', '¼ tsp. ground turmeric', '3 Tbsp. extra-virgin olive oil, divided', '8 oz. paneer, sliced into (¼""-thick) planks, patted dry', 'Kosher salt', '12 oz. cherry tomatoes (about 2 cups)', '4 oz. sugar snap peas (about 1 cup), strings removed, halved on a diagonal if large', 'Pinch of sugar (optional)', '½ cup (lightly packed) mint leaves', 'Cooked rice (for serving)']"
Sesame-Scallion Chicken Salad,"['2 skinless, boneless chicken breasts (1–1½ lb. total)', '3 Tbsp. kosher salt, plus more', '3 scallions, thinly sliced on a deep diagonal', '3 Persian cucumbers', '½ cup toasted sesame seeds, divided', '2 Tbsp. fresh lime juice', '2 Tbsp. tahini', '1 Tbsp. soy sauce', '1 tsp. honey', '¼ tsp. crushed red pepper flakes', '¼ head of romaine or green or red leaf lettuce or 1 head of Little Gem lettuce', 'Big handful of cilantro leaves with tender stems', '½ lime (for serving)']","Bring chicken, 3 Tbsp. kosher salt, and 5 cups water to a bare simmer in a medium pot over medium heat (chicken should be submerged) Reduce heat to low and cook until juices run clear when thickest part of chicken is pierced, 8–10 minutes. Transfer chicken to a medium bowl; discard poaching liquid.",sesame-scallion-chicken-salad,"['2 skinless, boneless chicken breasts (1–1½ lb. total)', '3 Tbsp. kosher salt, plus more', '3 scallions, thinly sliced on a deep diagonal', '3 Persian cucumbers', '½ cup toasted sesame seeds, divided', '2 Tbsp. fresh lime juice', '2 Tbsp. tahini', '1 Tbsp. soy sauce', '1 tsp. honey', '¼ tsp. crushed red pepper flakes', '¼ head of romaine or green or red leaf lettuce or 1 head of Little Gem lettuce', 'Big handful of cilantro leaves with tender stems', '½ lime (for serving)']"
Maple Barbecue Grilled Chicken,"['2 Tbsp. extra-virgin olive oil', '3 garlic cloves, crushed', '6 Tbsp. double-concentrated tomato paste', '½ cup pure maple syrup', '¼ cup soy sauce', '¼ cup Worcestershire sauce', '2 Tbsp. unseasoned rice vinegar', '4 tsp. Sriracha or other hot sauce', 'Vegetable oil (for grill)', '1 (3½–4-lb.) whole chicken, cut into 6–8 pieces, or whatever bone-in cut of chicken you feel like cooking', 'Kosher salt']","Olive oil, garlic, tomato paste, maple syrup, soy sauce, Worcestershire sauce, vinegar, and Sriracha. Barbecue sauce can be made 2 weeks ahead.",maple-soy-barbecue-grilled-chicken,"['2 Tbsp. extra-virgin olive oil', '3 garlic cloves, crushed', '6 Tbsp. double-concentrated tomato paste', '½ cup pure maple syrup', '¼ cup soy sauce', '¼ cup Worcestershire sauce', '2 Tbsp. unseasoned rice vinegar', '4 tsp. Sriracha or other hot sauce', 'Vegetable oil (for grill)', '1 (3½–4-lb.) whole chicken, cut into 6–8 pieces, or whatever bone-in cut of chicken you feel like cooking', 'Kosher salt']"
Spiced Lamb and Dill Yogurt Pasta,"['3 large egg yolks', '2 cups kefir (cultured milk) or plain whole-milk yogurt', '3 cups (lightly packed) dill fronds with tender stems (about 1 large bunch), divided', '3 garlic cloves, divided', '3 Tbsp. unsalted butter', '½ cup pine nuts or slivered almonds', '½ cup dried currants or raisins', '1 tsp. kosher salt, plus more', '1 Tbsp. ground cumin', '1½ tsp. freshly ground black pepper', '1 lb. ground lamb', '1 lb. orecchiette or other short pasta', '½ lemon']","Melt butter over medium heat in a large skillet. Add pine nuts and cook until golden brown, about 2 minutes. Add dried currants and cook, stirring often, until plump, about 1 minute. Combine egg yolks, kefir, and 1½ cups dill in a blender.",spiced-lamb-and-dill-yogurt-pasta,"['3 large egg yolks', '2 cups kefir (cultured milk) or plain whole-milk yogurt', '3 cups (lightly packed) dill fronds with tender stems (about 1 large bunch), divided', '3 garlic cloves, divided', '3 Tbsp. unsalted butter', '½ cup pine nuts or slivered almonds', '½ cup dried currants or raisins', '1 tsp. kosher salt, plus more', '1 Tbsp. ground cumin', '1½ tsp. freshly ground black pepper', '1 lb. ground lamb', '1 lb. orecchiette or other short pasta', '½ lemon']"
Salt-and-Pepper Fish,"['1 cup short-grain sushi rice', '8 scallions', '1 (1"") piece ginger, peeled, finely grated', '3 Tbsp. vegetable oil, divided', '1½ lb. skinless, boneless cod, cut into 2” pieces', 'Kosher salt', '2 tsp. freshly ground black pepper', '1 Tbsp. unseasoned rice vinegar', '1 tsp. sugar', '2 Tbsp. unsalted butter, cut into pieces']","Mix ginger and 2 Tbsp. oil in a medium bowl. Add cod and season with salt and sprinkle all over with pepper. Cook cod until golden underneath, about 2 minutes.",pan-seared-salt-and-pepper-fish,"['1 cup short-grain sushi rice', '8 scallions', '1 (1"") piece ginger, peeled, finely grated', '3 Tbsp. vegetable oil, divided', '1½ lb. skinless, boneless cod, cut into 2” pieces', 'Kosher salt', '2 tsp. freshly ground black pepper', '1 Tbsp. unseasoned rice vinegar', '1 tsp. sugar', '2 Tbsp. unsalted butter', 'cut into pieces']"
Salmon Burgers With Ginger and Quick-Pickled Cucumbers,"['1½ lb. boneless, skinless center-cut salmon, patted dry, cut into 2"" pieces', '5 scallions', '1 (1"") piece ginger, peeled, finely grated', '1 garlic clove, finely grated', '2 tablespoons plus ⅔ cup mayonnaise', '1 tsp. kosher salt, plus more', '1 tsp. toasted sesame oil', '4 tsp. unseasoned rice vinegar, divided', '3 medium Persian cucumbers, shaved lengthwise', '½ serrano chile, very thinly sliced', '1 tsp. sugar', '¼ cup (or more) vegetable oil', '½ cup rice flour', '2 cups tender herbs (such as mint and/or cilantro)', '¾ cup trimmed watercress', '2 tsp. toasted sesame seeds (optional)', '4 brioche buns, lightly toasted']","Process one third of salmon (about 8 oz.) in a food processor until very smooth and paste-like. Add remaining salmon and pulse until pieces are no bigger than ¼,"" 4–5 times. Transfer to a parchment-lined rimmed baking sheet and cover with plastic wrap. Chill at least 1 hour or up to 3 hours.",salmon-burgers-with-ginger-and-pickled-cucumbers,"['1½ lb. boneless, skinless center-cut salmon, patted dry, cut into 2"" pieces', '5 scallions', '1 (1"") piece ginger, peeled, finely grated', '1 garlic clove, finely grated', '2 tablespoons plus ⅔ cup mayonnaise', '1 tsp. kosher salt, plus more', '1 tsp. toasted sesame oil', '4 tsp. unseasoned rice vinegar, divided', '3 medium Persian cucumbers, shaved lengthwise', '½ serrano chile, very thinly sliced', '1 tsp. sugar', '¼ cup (or more) vegetable oil', '½ cup rice flour', '2 cups tender herbs (such as mint and/or cilantro)', '¾ cup trimmed watercress', '2 tsp. toasted sesame seeds (optional)', '4 brioche buns', 'lightly toasted']"
Fish Tacos al Pastor,"['10 guajillo chiles, seeds removed', '3 morita chiles, seeds removed', '3 lb. skinless striped bass or halibut fillets, cut crosswise into (1½""-wide) pieces', '½ cup fresh orange juice', '¼ cup store-bought or homemade achiote paste', '5 garlic cloves, 4 whole, 1 finely chopped', '¼ cup plus 3 Tbsp. fresh lime juice', '1 Tbsp. plus 1½ tsp. kosher salt', '½ red onion, finely chopped', '1 habanero chile, finely chopped', '2 cups finely chopped pineapple (from about ½ medium pineapple)', '3 Tbsp. chopped cilantro, plus leaves for serving', 'Vegetable oil (for grill)', '16 corn tortillas', 'Lime wedges (for serving)']","Bring guajillo and morita chiles and 1½ cups water to a boil in a medium saucepan. Cover, remove from heat, and let sit 30 minutes to allow chiles to soften. Transfer chile mixture and soaking liquid to a blender. Add orange juice, achiote paste, 4 garlic cloves, ¼ cup lime juice, and 1 T",fish-tacos-al-pastor,"['10 guajillo chiles, seeds removed', '3 morita chiles, seeds removed', '3 lb. skinless striped bass or halibut fillets, cut crosswise into (1½""-wide) pieces', '½ cup fresh orange juice', '¼ cup store-bought or homemade achiote paste', '5 garlic cloves, 4 whole, 1 finely chopped', '¼ cup plus 3 Tbsp. fresh lime juice', '1 Tbsp. plus 1½ tsp. kosher salt', '½ red onion, finely chopped', '1 habanero chile, finely chopped', '2 cups finely chopped pineapple (from about ½ medium pineapple)', '3 Tbsp. chopped cilantro, plus leaves for serving', 'Vegetable oil (for grill)', '16 corn tortillas', 'Lime wedges (for serving)']"
Nut Butter Granola Bars,"['2 cups raw nuts (such as almonds, walnuts, pistachios, pecans, and/or blanched hazelnuts)', '½ cup raw pumpkin seeds', '3 Tbsp. extra-virgin olive oil, plus more for pan', '2 cups old-fashioned oats, divided', '1¼ cups dried fruit (such as tart cherries, raisins, currants, dates, apricots, and/or blueberries)', '¾ cup unsalted or low-salt natural peanut butter', '½ cup plus 2 Tbsp. honey', '2 tsp. kosher salt', '2 tsp. vanilla extract', '1 large egg white']","Pulse any dried fruit larger than a raisin in food processor until size of chocolate chips. Add remaining 1 cup oats and stir to combine, breaking up any fruit that is stuck together. Add peanut butter, but don't stir it in; set aside.",nut-butter-granola-bars,"['2 cups raw nuts (such as almonds, walnuts, pistachios, pecans, and/or blanched hazelnuts)', '½ cup raw pumpkin seeds', '3 Tbsp. extra-virgin olive oil, plus more for pan', '2 cups old-fashioned oats, divided', '1¼ cups dried fruit (such as tart cherries, raisins, currants, dates, apricots, and/or blueberries)', '¾ cup unsalted or low-salt natural peanut butter', '½ cup plus 2 Tbsp. honey', '2 tsp. kosher salt', '2 tsp. vanilla extract', '1 large egg white']"
Zucchini-Lentil Fritters With Lemony Yogurt,"['¾ cup whole-milk yogurt', '2 Tbsp. fresh lemon juice', '½ tsp. sugar', 'Kosher salt', '1 cup red lentils (masoor dal)', '1 medium zucchini (about 5 oz.)', '½ medium onion, thinly sliced', '1¾ tsp. kosher salt, divided, plus more', '½ tsp. Kashmiri chile powder or ¼ tsp. cayenne pepper', '¼ tsp. ground turmeric', '1 cup parsley leaves with tender stems', '1 Tbsp. finely grated lemon zest', '1 cup ghee or neutral vegetable oil']","Rinse lentils, then soak in 2 cups water at room temperature at least 1 hour and up to 12 hours. Drain lentils and transfer to a food processor. Add chile powder, turmeric, and ¾ tsp. salt.",zucchini-lentil-fritters-with-lemony-yogurt,"['¾ cup whole-milk yogurt', '2 Tbsp. fresh lemon juice', '½ tsp. sugar', 'Kosher salt', '1 cup red lentils (masoor dal)', '1 medium zucchini (about 5 oz.)', '½ medium onion, thinly sliced', '1¾ tsp. kosher salt, divided, plus more', '½ tsp. Kashmiri chile powder or ¼ tsp. cayenne pepper', '¼ tsp. ground turmeric', '1 cup parsley leaves with tender stems', '1 Tbsp. finely grated lemon zest', '1 cup ghee or neutral vegetable oil']"
Fried Onions,"['1 cup vegetable oil', '2 cooking onions, finely sliced']","Sauté onions for 15–20 minutes, until golden brown. Transfer onions to a baking sheet lined with paper towels. Store in an airtight container for up to 7 days.",fried-onions-topping,"['1 cup vegetable oil', '2 cooking onions', 'finely sliced']"
Sour Cream and Onion Potato Salad,"['2 lb. baby Yukon Gold potatoes', '1 cup kosher salt, plus more', '¾ cup sour cream', '¼ cup mayonnaise', '1 Tbsp. onion powder', '2 tsp. Dijon mustard', '1 tsp. freshly ground black pepper', '1 garlic clove, finely grated', '1 bunch chives, thinly sliced, divided', '¼ small red onion, very thinly sliced through root end', '½ cup sour cream and onion potato chips']","Dressing: Sour cream, mayonnaise, onion powder, mustard, and pepper. Potatoes: Place potatoes in a large pot and pour in 3 qt. water to cover. Add 1 cup salt and bring water to a boil over medium-high heat.",sour-cream-and-onion-potato-salad,"['2 lb. baby Yukon Gold potatoes', '1 cup kosher salt, plus more', '¾ cup sour cream', '¼ cup mayonnaise', '1 Tbsp. onion powder', '2 tsp. Dijon mustard', '1 tsp. freshly ground black pepper', '1 garlic clove, finely grated', '1 bunch chives, thinly sliced, divided', '¼ small red onion, very thinly sliced through root end', '½ cup sour cream and onion potato chips']"
Tropi-Cobb Salad,"['1 tsp. ground coriander', '1 tsp. ground cumin', '½ tsp. ground turmeric', '½ tsp. crushed red pepper flakes', '7 Tbsp. extra-virgin olive oil, divided', '6 garlic cloves, lightly crushed', '4 skinless, boneless chicken thighs, cut into (¾"") pieces', 'Kosher salt', '2 Tbsp. fresh lime juice', '2 ripe avocados, sliced', '2 small ripe mangoes, sliced', '¼ red onion, thinly sliced', '6 cups torn Little Gem or green lettuce leaves', '1 cup cherry tomatoes, halved', 'Flaky sea salt, mild red pepper flakes, and basil and/or mint leaves (for serving)']","Mix coriander, cumin, termeric, and red pepper flakes in a small bowl; set aside. Heat 2 Tbsp. oil in a large nonstick skillet over medium. Add garlic and cook, tossing occasionally, until golden brown all over, about 5 minutes. Season chicken with kosher salt and add to skillet.",chicken-mango-cobb-salad,"['1 tsp. ground coriander', '1 tsp. ground cumin', '½ tsp. ground turmeric', '½ tsp. crushed red pepper flakes', '7 Tbsp. extra-virgin olive oil, divided', '6 garlic cloves, lightly crushed', '4 skinless, boneless chicken thighs, cut into (¾"") pieces', 'Kosher salt', '2 Tbsp. fresh lime juice', '2 ripe avocados, sliced', '2 small ripe mangoes, sliced', '¼ red onion, thinly sliced', '6 cups torn Little Gem or green lettuce leaves', '1 cup cherry tomatoes, halved', 'Flaky sea salt', 'mild red pepper flakes', 'and basil and/or mint leaves (for serving)']"
Pork Meatballs and Cucumber Salad,"['¼ cup golden raisins', '2 lb. thin-skinned cucumbers (such as Persian, English hothouse, and/or kirby) cut into bite-size pieces', '2½ tsp. kosher salt, divided, plus more', '3 Tbsp. extra-virgin olive oil, divided', '3 Tbsp. pine nuts', '¾ cup Castelvetrano olives, pitted, divided', '1 large egg', '2 garlic cloves, finely grated', '½ cup panko (Japanese breadcrumbs)', '3 Tbsp. finely chopped parsley', '¼ tsp. crushed red pepper flakes, plus more for serving', 'Freshly ground black pepper', '1 lb. ground pork', '½ small red onion, very thinly sliced (use a mandoline if you have one)', '2 cups tender herb leaves (such as mint and/or parsley)', '1 Tbsp. red wine vinegar', 'Plain whole-milk Greek yogurt (for serving)']","Pine nuts, cucumbers, olives, onion, herbs, and raisins are just a few of the ingredients. The meatballs are the most important part.",pork-meatballs-and-cucumber-salad,"['¼ cup golden raisins', '2 lb. thin-skinned cucumbers (such as Persian, English hothouse, and/or kirby) cut into bite-size pieces', '2½ tsp. kosher salt, divided, plus more', '3 Tbsp. extra-virgin olive oil, divided', '3 Tbsp. pine nuts', '¾ cup Castelvetrano olives, pitted, divided', '1 large egg', '2 garlic cloves, finely grated', '½ cup panko (Japanese breadcrumbs)', '3 Tbsp. finely chopped parsley', '¼ tsp. crushed red pepper flakes, plus more for serving', 'Freshly ground black pepper', '1 lb. ground pork', '½ small red onion, very thinly sliced (use a mandoline if you have one)', '2 cups tender herb leaves (such as mint and/or parsley)', '1 Tbsp. red wine vinegar', 'Plain whole-milk Greek yogurt (for serving)']"
Frozen Avocado Cake,"['Softened butter (for the pan)', '8 whole graham crackers (120 g)', '11 digestive biscuits or 4 additional graham crackers (60 g)', '2 (14 oz/397 g) cans sweetened condensed milk', '3 Hass avocados', '1 pound (455 g) cream cheese, at room temperature', 'Pinch fine sea salt', '2 lemons', '2 limes']",Make the crust: Crumble the crackers and cookies into a medium bowl. Add ⅓ cup (75 ml) of the condensed milk and stir until very well combined. Bake until the crust looks a little darker and smells sweet and toasty.,frozen-avocado-cake-nadine-levy-redzepi,"['Softened butter (for the pan)', '8 whole graham crackers (120 g)', '11 digestive biscuits or 4 additional graham crackers (60 g)', '2 (14 oz/397 g) cans sweetened condensed milk', '3 Hass avocados', '1 pound (455 g) cream cheese, at room temperature', 'Pinch fine sea salt', '2 lemons', '2 limes']"
Chocolate Zucchini Cake,"['2 1/4 cups sifted all purpose flour', '1/2 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1 teaspoon salt', '1 3/4 cups sugar', '1/2 cup (1 stick) unsalted butter, room temperature', '1/2 cup vegetable oil', '2 large eggs', '1 teaspoon vanilla extract', '1/2 cup buttermilk', '2 cups grated unpeeled zucchini (about 2 1/2 medium)', '1 6-ounce package (about 1 cup) semisweet chocolate chips', '3/4 cup chopped walnuts']","Bake cake until tester inserted into center comes out clean, about 50 minutes. Cool cake completely in pan.",chocolate-zucchini-cake-907,"['2 1/4 cups sifted all purpose flour', '1/2 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1 teaspoon salt', '1 3/4 cups sugar', '1/2 cup (1 stick) unsalted butter, room temperature', '1/2 cup vegetable oil', '2 large eggs', '1 teaspoon vanilla extract', '1/2 cup buttermilk', '2 cups grated unpeeled zucchini (about 2 1/2 medium)', '1 6-ounce package (about 1 cup) semisweet chocolate chips', '3/4 cup chopped walnuts']"
Swiss Chard Pasta With Toasted Hazelnuts and Parmesan,"['¼ cup hazelnuts', '1 pound bow tie pasta (farfalle)', '8 tablespoons unsalted butter, plus more if needed', '4 cloves of garlic, minced', 'Hefty pinch each of salt and freshly ground black pepper', 'Small pinch of crushed red pepper flakes', '1 bunch Swiss chard, stems finely chopped and greens thinly sliced', '4 ounces Parmesan cheese, shaved', '2 tablespoons balsamic vinegar (optional)']","Cook the pasta until al dente. Add the hazelnuts to a small skillet over medium heat. Toast them slowly, shaking the pan often, until lightly browned.",swiss-chard-pasta-with-toasted-hazelnuts-and-parmesan,"['¼ cup hazelnuts', '1 pound bow tie pasta (farfalle)', '8 tablespoons unsalted butter, plus more if needed', '4 cloves of garlic, minced', 'Hefty pinch each of salt and freshly ground black pepper', 'Small pinch of crushed red pepper flakes', '1 bunch Swiss chard, stems finely chopped and greens thinly sliced', '4 ounces Parmesan cheese, shaved', '2 tablespoons balsamic vinegar (optional)']"
Sweet Corn Frittata With Cherry Tomato Compote,"['2 tablespoons olive oil', '2 cloves of garlic, minced', '2 cups cherry tomatoes (any variety will work)', '¼ cup dry white wine', '8 to 10 fresh basil leaves, thinly sliced', 'Healthy pinch of fine sea salt', 'Freshly ground black pepper', '2 tablespoons cooking fat', '1 bunch of scallions, white parts and green parts diced separately', '2 cloves of garlic, minced', '1 medium potato, scrubbed and cut into 1/4-inch chunks', '2 cups fresh or thawed frozen corn kernels', '4 large eggs', '½ teaspoon crushed red pepper flakes', '4 ounces feta cheese, crumbled']","In a 10-inch cast-iron skillet over medium, heat 1 tablespoon of the cooking fat. Add the diced white part of the scallions and the minced garlic and cook, stirring often, until fragrant, about 3 minutes. Stir in the potato mixture and the scallion greens. Pour the egg mixture over the veggie mixture in the skillet.",sweet-corn-frittata-with-cherry-tomato-compote,"['2 tablespoons olive oil', '2 cloves of garlic, minced', '2 cups cherry tomatoes (any variety will work)', '¼ cup dry white wine', '8 to 10 fresh basil leaves, thinly sliced', 'Healthy pinch of fine sea salt', 'Freshly ground black pepper', '2 tablespoons cooking fat', '1 bunch of scallions, white parts and green parts diced separately', '2 cloves of garlic, minced', '1 medium potato, scrubbed and cut into 1/4-inch chunks', '2 cups fresh or thawed frozen corn kernels', '4 large eggs', '½ teaspoon crushed red pepper flakes', '4 ounces feta cheese', 'crumbled']"
Tomato Pie With Sour Cream Crust,"['2 cups all-purpose flour, plus a little extra for dusting', '½ teaspoon salt', '2 teaspoons dried parsley', '13 tablespoons (1 stick plus 5 tablespoons) cold unsalted butter, diced', '6 tablespoons sour cream or plain full-fat yogurt', '1 tablespoon white wine vinegar', '¼ cup ice water', '2 tablespoons cooking fat', '1 large onion, thinly sliced', '2¼ pounds mixed heirloom tomatoes (mix of full size and cherries)', '¾ cup hard salty cheese, such as Manchego or Parmesan', '¾ cup shredded mozzarella cheese', '¼ cup mayonnaise', '3 tablespoons chopped basil leaves', '3 tablespoons chopped parsley', '1 teaspoon chopped thyme', 'Salt and freshly ground black pepper', '1 egg, beaten', '1 tablespoon milk, cream, or water']","In a large, wide bowl, combine the flour, salt, and parsley. Add the butter pieces and, using a pastry blender or your fingertips, cut them up and into the flour mixture until it resembles little pebbles. Pat the dough into a disk, wrap it in plastic, and chill it in the fridge for 1 hour or up to 2 days.",tomato-pie-sour-cream-crust,"['2 cups all-purpose flour, plus a little extra for dusting', '½ teaspoon salt', '2 teaspoons dried parsley', '13 tablespoons (1 stick plus 5 tablespoons) cold unsalted butter, diced', '6 tablespoons sour cream or plain full-fat yogurt', '1 tablespoon white wine vinegar', '¼ cup ice water', '2 tablespoons cooking fat', '1 large onion, thinly sliced', '2¼ pounds mixed heirloom tomatoes (mix of full size and cherries)', '¾ cup hard salty cheese, such as Manchego or Parmesan', '¾ cup shredded mozzarella cheese', '¼ cup mayonnaise', '3 tablespoons chopped basil leaves', '3 tablespoons chopped parsley', '1 teaspoon chopped thyme', 'Salt and freshly ground black pepper', '1 egg, beaten', '1 tablespoon milk', 'cream', 'or water']"
